id,gender,birth,degree
13856,M,1971-01-16,1b
13857,M,1977-11-07,1b
13858,M,1984-07-21,1b
13859,F,1981-04-23,1b
13860,F,1987-10-01,1e
13861,M,1947-11-01,1b
13862,F,1968-01-16,1c
13863,M,1979-05-21,1b
13864,F,1979-04-13,1c
13865,F,1982-11-12,1b
13866,F,1978-05-03,1a
13867,F,1977-05-28,1a
13868,M,1979-10-02,1b
13869,F,1971-02-06,1d
13870,F,1978-10-27,1d
13871,M,1976-07-15,1b
13872,F,1982-12-08,1d
13873,F,1981-06-25,1b
13874,M,1969-06-06,1c
13875,M,1950-03-18,1d
13876,M,1982-02-28,1c
13877,F,1973-11-04,1c
13878,F,1978-04-28,1b
13879,F,1975-10-16,1a
13880,M,1982-08-02,1d
13881,F,1985-02-10,1c
13882,F,1981-11-16,1b
13883,F,1973-02-15,1d
13884,F,1980-12-10,1a
13885,M,1982-12-02,1d
13886,M,1979-08-07,1a
13887,M,1949-08-25,1d
13888,M,1972-05-05,1c
13889,M,1972-09-08,1b
13890,F,1944-12-10,1d
13891,M,1963-04-07,1b
13892,F,1980-03-13,1c
13893,M,1981-12-27,1c
13894,F,1983-11-18,1d
13895,F,1981-09-09,1c
13896,M,1981-04-08,1b
13897,M,1959-09-01,1d
13898,F,1977-01-15,1a
13899,M,1982-10-01,1c
13900,M,1978-07-20,1a
13901,M,1973-12-24,1d
13902,M,1943-11-29,1b
13903,F,1959-08-18,1d
13904,F,1974-12-03,1a
13905,M,1959-08-13,1c
13906,M,1986-03-12,1d
13907,M,1979-07-19,1b
13908,M,1953-01-11,1d
13909,M,1977-03-07,1a
13910,F,1974-05-20,1a
13911,F,1971-03-01,1d
13912,F,1953-09-05,1d
13913,M,1981-09-21,1b
13914,M,1981-10-14,1b
13915,M,1980-05-26,1a
13916,M,1979-05-16,1c
13917,M,1978-03-03,1b
13918,M,1981-09-24,1b
13919,F,1980-03-07,1b
13920,M,1956-01-08,1c
13921,M,1977-07-21,1b
13922,F,1978-11-28,1b
13923,M,1982-08-14,1d
13924,F,1983-12-31,1b
13925,F,1976-07-18,1d
13926,M,1954-11-01,1c
13927,F,1983-05-09,1b
13928,M,1971-09-11,1c
13929,M,1974-08-04,1a
13930,M,1982-05-04,1c
13931,M,1950-02-09,1d
13932,F,1942-06-14,1c
13933,F,1984-10-29,1d
13934,M,1975-09-25,1a
13935,M,1980-02-20,1c
13936,F,1970-04-11,1b
13937,M,1977-09-21,1a
13938,M,1967-09-01,1a
13939,F,1965-06-02,1b
13940,M,1977-05-05,1b
13941,F,1976-04-27,1b
13942,F,1982-04-09,1b
13943,M,1967-12-24,1c
13944,M,1982-10-17,1c
13945,M,1977-07-12,1a
13946,M,1982-09-21,1c
13947,M,1981-11-28,1b
13948,M,1975-08-19,1c
13949,M,1982-02-02,1b
13950,F,1981-12-22,1b
13951,M,1963-10-02,1b
13952,M,1974-12-08,1b
13953,M,1983-08-13,1b
13954,F,1975-11-15,1a
13955,M,1973-03-18,1b
13956,F,1959-10-07,1b
13957,M,1982-03-01,1c
13958,M,1985-06-21,1d
13959,F,1979-10-17,1b
13960,F,1972-01-16,1b
13961,F,1986-05-16,1c
13962,M,1981-10-08,1c
13963,F,1982-03-30,1b
13964,F,1980-01-29,1b
13965,M,1985-01-18,1b
13966,F,1980-08-14,1b
13967,M,1951-08-20,1d
13968,M,1974-08-19,1a
13969,M,1977-01-19,1b
13970,M,1983-03-25,1b
13971,M,1986-11-14,1d
13972,F,1973-12-05,1c
13973,M,1963-01-01,1b
13974,M,1964-11-03,1b
13975,M,1975-09-02,1c
13976,F,1981-10-18,1b
13977,M,1987-12-05,1d
13978,M,1980-01-30,1b
13979,M,1954-06-10,1b
13980,M,1987-12-17,1d
13981,M,1976-04-10,1a
13982,F,1987-10-19,1d
13983,M,1953-10-22,1b
13984,M,1981-04-16,1b
13985,F,1982-09-23,1d
13986,M,1970-01-11,1b
13987,F,1985-07-15,1c
13988,F,1987-11-16,1d
13989,F,1985-03-10,1c
13990,M,1987-01-25,1d
13991,M,1979-12-15,1a
13992,F,1983-12-23,1c
13993,F,1987-08-20,1d
13994,M,1985-08-27,1b
13995,F,1981-06-08,1d
13996,M,1982-11-02,1b
13997,F,1985-04-17,1d
13998,F,1981-12-26,1b
13999,M,1978-01-06,1b
14000,M,1986-07-19,1d
14001,F,1984-11-18,1b
14002,M,1979-02-18,1c
14003,F,1958-05-11,1d
14004,F,1983-02-27,1b
14005,F,1976-08-26,1a
14006,F,1979-01-01,1c
14007,M,1985-02-14,1d
14008,F,1971-11-14,1c
14009,F,1987-09-16,1d
14010,M,1949-03-16,1d
14011,F,1965-03-05,1a
14012,F,1981-11-21,1b
14013,M,1982-03-13,1b
14014,M,1988-02-12,1d
14015,F,1986-12-26,1e
14016,F,1981-12-25,1b
14017,F,1970-08-13,1c
14018,M,1972-12-26,1d
14019,F,1986-11-20,1d
14020,F,1983-07-04,1b
14021,F,1984-08-18,1b
14022,M,1959-04-30,1c
14023,M,1987-06-29,1d
14024,M,1940-03-27,1b
14025,M,1982-01-01,1c
14026,F,1974-09-24,1b
14027,M,1987-11-30,1d
14028,F,1982-01-16,1b
14029,M,1967-09-13,1d
14030,M,1961-11-08,1a
14031,M,1972-11-02,1b
14032,F,1979-09-03,1c
14033,M,1988-08-13,1d
14034,F,1986-12-13,1d
14035,F,1984-08-31,1b
14036,F,1981-10-29,1b
14037,M,1955-09-25,1c
14038,M,1974-03-23,1d
14039,F,1968-10-01,1c
14040,M,1952-05-19,1c
14041,M,1981-10-21,1b
14042,M,1982-06-27,1d
14043,F,1967-03-11,1a
14044,F,1983-03-27,1b
14045,F,1979-05-19,1b
14046,F,1978-07-15,1b
14047,M,1971-06-14,1a
14048,M,1960-04-10,1c
14049,M,1966-05-11,1a
14050,M,1984-03-12,1c
14051,M,1972-05-28,1c
14052,M,1964-06-25,1b
14053,M,1977-08-26,1b
14054,F,1972-11-07,1c
14055,F,1982-03-04,1c
14056,M,1947-10-10,1c
14057,M,1984-11-03,1b
14058,M,1960-03-14,1d
14059,F,1981-11-18,1b
14060,M,1952-12-11,1c
14061,F,1973-08-07,1a
14062,M,1967-10-16,1d
14063,M,1953-09-21,1c
14064,M,1978-05-06,1b
14065,M,1982-04-05,1b
14066,M,1981-01-12,1c
14067,M,1974-04-10,1a
14068,F,1978-12-08,1c
14069,M,1970-01-06,1b
14070,F,1984-08-30,1b
14071,F,1978-08-04,1a
14072,F,1977-08-19,1c
14073,M,1972-11-12,1a
14074,M,1981-09-19,1b
14075,F,1979-11-21,1b
14076,F,1975-09-14,1b
14077,M,1981-09-09,1b
14078,M,1978-06-01,1a
14079,F,1984-12-14,1b
14080,M,1982-07-21,1b
14081,M,1978-11-15,1a
14082,M,1976-05-03,1c
14083,M,1985-11-07,1c
14084,F,1987-01-06,1d
14085,F,1980-03-11,1a
14086,F,1981-05-13,1b
14087,F,1978-07-26,1a
14088,F,1945-11-12,1b
14089,F,1987-08-27,1d
14090,M,1973-08-15,1a
14091,M,1951-04-02,1c
14092,M,1955-06-04,1a
14093,M,1967-11-04,1c
14094,F,1982-10-12,1b
14095,M,1972-06-04,1b
14096,M,1963-05-04,1d
14097,F,1985-03-06,1b
14098,M,1950-04-28,1d
14099,M,1978-11-04,1a
14100,M,1983-01-12,1b
14101,M,1942-02-09,1b
14102,F,1976-07-09,1c
14103,F,1979-11-19,1c
14104,F,1984-09-25,1b
14105,M,1978-01-18,1b
14106,F,1984-02-19,1d
14107,F,1990-02-07,1d
14108,M,1964-10-20,1a
14109,F,1970-08-03,1c
14110,F,1968-12-23,1d
14111,F,1988-06-25,1d
14112,M,1974-08-01,1a
14113,F,1979-01-03,1b
14114,F,1987-11-19,1d
14115,F,1972-02-26,1b
14116,M,1972-03-02,1a
14117,F,1956-08-02,1c
14118,M,1988-07-08,1a
14119,M,1976-07-15,1b
14120,M,1943-11-28,1d
14121,F,1986-12-28,1d
14122,M,1982-03-15,1c
14123,F,1985-10-25,1d
14124,F,1980-12-08,1b
14125,M,1975-02-12,1c
14126,F,1979-12-24,1d
14127,F,1980-07-16,1c
14128,M,1977-06-26,1c
14129,M,1985-08-29,1b
14130,M,1979-11-13,1b
14131,F,1983-04-28,1c
14132,M,1959-10-26,1b
14133,M,1947-07-29,1c
14134,M,1959-09-09,1d
14135,M,1982-09-18,1b
14136,F,1981-08-05,1b
14137,M,1972-06-01,1b
14138,F,1981-04-21,1a
14139,F,1982-06-10,1d
14140,F,1976-08-26,1b
14141,M,1979-11-07,1d
14142,M,1989-09-20,1d
14143,F,1987-09-23,1d
14144,M,1979-10-13,1b
14145,F,1978-05-26,1a
14146,F,1968-01-05,1a
14147,F,1957-03-18,1d
14148,M,1975-03-20,1b
14149,M,1973-12-02,1b
14150,M,1985-11-01,1a
14151,F,1976-05-20,1b
14152,M,1982-05-22,1b
14153,F,1975-07-03,1b
14154,M,1956-09-06,1c
14155,M,1977-07-11,1b
14156,M,1982-01-11,1b
14157,M,1981-05-04,1b
14158,M,1975-10-19,1a
14159,F,1974-05-05,1b
14160,M,1978-08-31,1b
14161,M,1980-10-25,1b
14162,M,1975-01-26,1a
14163,M,1967-01-02,1d
14164,M,1971-11-13,1a
14165,F,1973-02-05,1b
14166,F,1957-08-08,1d
14167,F,1981-11-19,1b
14168,F,1983-05-24,1d
14169,F,1957-09-14,1d
14170,F,1977-08-26,1d
14171,F,1978-11-21,1a
14172,M,1972-06-14,1b
14173,F,1981-12-27,1b
14174,M,1966-01-09,1a
14175,M,1984-03-14,1b
14176,F,1978-11-06,1b
14177,F,1982-07-29,1b
14178,F,1971-06-02,1a
14179,F,1982-05-17,1b
14180,M,1942-01-25,1b
14181,F,1982-12-15,1c
14182,M,1977-10-07,1b
14183,F,1987-10-28,1d
14184,F,1980-01-17,1a
14185,F,1985-01-14,1d
14186,F,1977-10-19,1b
14187,M,1977-06-03,1b
14188,M,1952-01-28,1d
14189,M,1974-09-21,1c
14190,M,1961-02-25,1a
14191,M,1984-04-25,1d
14192,F,1973-05-25,1b
14193,M,1979-08-29,1b
14194,F,1983-02-20,1c
14195,M,1981-12-09,1c
14196,F,1980-01-23,1a
14197,M,1987-03-13,1d
14198,M,1981-07-10,1b
14199,F,1978-10-10,1b
14200,M,1982-03-10,1b
14201,M,1969-06-13,1c
14202,M,1958-02-03,1d
14203,F,1981-02-16,1d
14204,F,1986-10-30,1b
14205,M,1969-01-28,1d
14206,F,1979-12-15,1a
14207,F,1952-01-04,1d
14208,F,1982-01-03,1d
14209,M,1961-12-10,1d
14210,F,1979-12-27,1b
14211,M,1949-10-21,1d
14212,F,1983-10-23,1c
14213,F,1949-12-18,1c
14214,M,1978-12-06,1b
14215,M,1984-11-22,1c
14216,M,1979-07-19,1a
14217,F,1955-10-10,1d
14218,F,1979-07-30,1d
14219,M,1976-11-24,1b
14220,F,1987-05-02,1d
14221,F,1981-12-03,1b
14222,F,1984-05-01,1c
14223,M,1953-06-11,1c
14224,F,1953-05-11,1d
14225,F,1986-04-28,1d
14226,M,1973-06-20,1b
14227,F,1962-08-28,1d
14228,F,1984-02-01,1c
14229,M,1974-10-09,1b
14230,F,1988-07-06,1d
14231,M,1978-09-14,1b
14232,F,1981-03-27,1b
14233,M,1972-02-10,1b
14234,M,1981-08-15,1d
14235,M,1982-12-25,1d
14236,F,1981-11-06,1b
14237,M,1980-08-20,1a
14238,F,1982-08-04,1b
14239,F,1980-07-16,1b
14240,M,1974-08-03,1b
14241,M,1950-07-26,1b
14242,F,1979-01-23,1a
14243,M,1981-09-12,1b
14244,F,1980-05-08,1b
14245,F,1979-05-18,1c
14246,F,1982-07-19,1b
14247,F,1985-02-03,1b
14248,M,1981-02-02,1d
14249,M,1981-06-02,1b
14250,F,1979-08-14,1b
14251,F,1989-07-27,1f
14252,M,1982-12-04,1c
14253,M,1973-10-15,1a
14254,F,1975-11-29,1c
14255,F,1971-09-21,1b
14256,M,1977-05-28,1b
14257,M,1954-02-25,1e
14258,M,1978-01-14,1b
14259,M,1967-04-14,1d
14260,M,1972-12-13,1b
14261,M,1978-08-03,1b
14262,M,1981-12-20,1b
14263,M,1973-11-13,1c
14264,M,1949-08-10,1a
14265,M,1947-04-02,1b
14266,M,1952-02-06,1c
14267,F,1972-12-10,1b
14268,F,1981-11-24,1c
14269,M,1962-10-11,1b
14270,F,1985-10-16,1d
14271,F,1970-10-29,1b
14272,M,1983-05-30,1b
14273,F,1980-09-11,1c
14274,M,1974-05-14,1a
14275,F,1986-09-10,1d
14276,F,1983-04-04,1c
14277,M,1982-12-21,1c
14278,M,1985-08-30,1b
14279,F,1982-06-24,1d
14280,M,1978-11-19,1b
14281,M,1977-01-22,1b
14282,M,1971-01-16,1d
14283,M,1982-07-10,1c
14284,F,1984-01-09,1b
14285,F,1971-01-27,1b
14286,M,1973-01-16,1b
14287,F,1976-09-16,1b
14288,M,1978-01-29,1b
14289,M,1974-08-17,1b
14290,,,
14291,F,1981-11-12,1c
14292,M,1984-09-29,1d
14293,F,1982-10-19,1b
14294,M,1980-12-22,1b
14295,M,1969-12-14,1d
14296,M,1951-09-29,1d
14297,F,1988-08-03,1d
14298,M,1968-04-26,1d
14299,F,1976-10-14,1b
14300,F,1978-08-26,1a
14301,M,1983-01-25,1c
14302,F,1981-12-25,1b
14303,F,1986-01-31,1d
14304,F,1962-04-03,1d
14305,F,1980-04-13,1b
14306,M,1951-01-09,1e
14307,F,1979-02-10,1b
14308,M,1975-11-27,1d
14309,M,1967-07-12,1d
14310,M,1951-05-24,1d
14311,F,1983-09-09,1c
14312,F,1987-11-29,1d
14313,M,1978-03-02,1a
14314,F,1968-04-27,1c
14315,M,1957-09-05,1c
14316,M,1976-10-24,1b
14317,F,1982-01-26,1b
14318,M,1978-01-11,1b
14319,M,1946-01-16,1b
14320,M,1976-07-11,1a
14321,M,1977-10-18,1a
14322,M,1972-07-14,1b
14323,M,1964-10-20,1b
14324,M,1944-11-29,1c
14325,M,1981-02-03,1d
14326,F,1982-04-04,1b
14327,M,1973-05-28,1c
14328,M,1983-05-29,1d
14329,M,1954-09-08,1d
14330,M,1971-06-21,1b
14331,M,1945-10-16,1d
14332,F,1977-10-21,1b
14333,F,1977-06-22,1b
14334,F,1981-07-20,1d
14335,F,1983-02-11,1c
14336,M,1983-04-08,1c
14337,F,1971-04-03,1b
14338,F,1981-03-13,1a
14339,F,1954-12-08,1d
14340,M,1961-12-16,1d
14341,M,1985-06-06,1d
14342,M,1981-07-18,1b
14343,M,1957-04-01,1c
14344,M,1968-08-29,1b
14345,M,1975-08-28,1a
14346,M,1980-12-13,1b
14347,M,1973-06-15,1b
14348,F,1981-12-27,1b
14349,M,1978-08-07,1d
14350,F,1982-02-24,1d
14351,M,1983-03-05,1b
14352,F,1980-03-08,1c
14353,F,1980-05-23,1c
14354,M,1976-11-09,1b
14355,M,1975-10-21,1a
14356,F,1972-04-16,1b
14357,F,1982-02-19,1d
14358,F,1982-06-14,1b
14359,F,1980-12-30,1a
14360,F,1976-05-03,1b
14361,F,1977-12-25,1d
14362,M,1982-06-15,1b
14363,F,1951-07-20,1c
14364,M,1966-04-23,1b
14365,M,1954-03-19,1d
14366,M,1979-10-13,1a
14367,M,1982-11-18,1c
14368,F,1973-01-15,1b
14369,M,1975-01-31,1a
14370,F,1976-03-16,1b
14371,F,1934-02-22,1b
14372,F,1982-08-09,1b
14373,F,1986-12-29,1d
14374,M,1981-09-02,1c
14375,F,1969-07-01,1b
14376,F,1977-12-17,1c
14377,F,1982-07-07,1b
14378,F,1976-07-09,1a
14379,M,1981-04-21,1b
14380,F,1983-11-28,1c
14381,M,1982-08-01,1b
14382,M,1973-04-17,1b
14383,M,1978-09-18,1b
14384,F,1981-08-26,1b
14385,M,1977-01-12,1a
14386,F,1976-08-15,1b
14387,M,1983-12-24,1b
14388,M,1956-03-01,1b
14389,M,1974-02-18,1b
14390,M,1967-10-05,1b
14391,F,1957-01-04,1b
14392,M,1963-01-20,1c
14393,F,1961-11-18,1a
14394,M,1972-12-01,1a
14395,M,1981-01-27,1c
14396,F,1976-12-14,1b
14397,F,1973-05-15,1b
14398,F,1981-07-08,1b
14399,M,1952-11-13,1b
14400,M,1983-07-18,1c
14401,F,1982-12-03,1c
14402,F,1953-04-27,1d
14403,F,1983-11-22,1b
14404,F,1975-12-04,1b
14405,M,1968-02-27,1d
14406,F,1965-12-23,1d
14407,M,1974-12-27,1b
14408,F,1971-05-29,1c
14409,M,1981-10-21,1d
14410,F,1979-07-12,1b
14411,M,1965-11-10,1d
14412,F,1981-07-03,1c
14413,F,1982-07-24,1b
14414,M,1982-06-19,1b
14415,M,1980-11-28,1b
14416,M,1984-01-08,1c
14417,M,1955-03-17,1c
14418,F,1975-10-14,1b
14419,F,1979-08-07,1b
14420,F,1955-10-08,1d
14421,F,1979-09-01,1b
14422,F,1982-09-19,1b
14423,M,1978-03-28,1b
14424,M,1980-08-09,1b
14425,M,1971-08-29,1b
14426,F,1981-09-15,1b
14427,M,1978-11-24,1b
14428,M,1972-09-11,1a
14429,F,1983-10-13,1c
14430,M,1985-12-01,1d
14431,M,1984-08-02,1b
14432,M,1981-05-07,1c
14433,M,1981-10-31,1b
14434,M,1972-04-15,1a
14435,M,1937-08-23,1c
14436,F,1982-10-06,1d
14437,F,1987-08-02,1d
14438,F,1981-06-15,1c
14439,F,1978-07-14,1b
14440,M,1977-01-10,1d
14441,F,1975-01-16,1b
14442,M,1978-07-10,1b
14443,M,1978-01-02,1b
14444,F,1980-02-17,1b
14445,M,1981-04-26,1b
14446,F,1973-06-05,1a
14447,F,1981-06-04,1b
14448,F,1981-05-07,1c
14449,F,1980-03-19,1a
14450,M,1977-10-04,1a
14451,F,1978-11-13,1c
14452,F,1983-05-02,1a
14453,M,1980-10-26,1a
14454,M,1967-12-22,1b
14455,M,1974-03-16,1a
14456,F,1985-03-04,1b
14457,F,1976-02-22,1c
14458,M,1984-08-23,1b
14459,F,1977-11-17,1d
14460,M,1969-01-31,1a
14461,F,1975-04-22,1b
14462,M,1972-01-10,1b
14463,F,1978-05-17,1d
14464,M,1977-05-29,1b
14465,M,1986-02-11,1d
14466,F,1972-10-26,1a
14467,F,1976-06-25,1a
14468,M,1956-08-07,1b
14469,M,1986-11-15,1d
14470,F,1972-02-10,1b
14471,M,1982-01-30,1b
14472,F,1977-05-18,1b
14473,M,1980-03-06,1c
14474,F,1980-01-20,1b
14475,F,1987-11-25,1d
14476,F,1981-06-27,1c
14477,F,1953-11-23,1d
14478,F,1985-02-21,1b
14479,F,1987-08-03,1d
14480,M,1963-04-10,1b
14481,F,1971-08-14,1b
14482,M,1988-02-04,1d
14483,F,1984-03-17,1c
14484,M,1968-10-31,1d
14485,F,1986-11-12,1e
14486,F,1982-03-12,1b
14487,F,1983-12-01,1c
14488,F,1984-02-16,1c
14489,F,1979-04-08,1b
14490,F,1978-07-26,1b
14491,M,1979-03-26,1a
14492,F,1978-10-23,1a
14493,F,1986-10-29,1c
14494,M,1982-12-23,1c
14495,F,1956-07-02,1d
14496,M,1976-01-02,1c
14497,M,1985-08-20,1d
14498,M,1973-05-27,1c
14499,M,1950-03-02,1c
14500,F,1973-01-04,1a
14501,M,1981-10-27,1c
14502,M,1969-05-03,1b
14503,F,1982-01-22,1c
14504,F,1984-06-07,1b
14505,M,1978-07-13,1d
14506,F,1976-12-23,1b
14507,M,1975-10-18,1a
14508,M,1987-08-27,1d
14509,M,1978-03-31,1d
14510,M,1976-02-07,1a
14511,F,1978-08-13,1b
14512,M,1957-05-16,1d
14513,M,1956-12-23,1c
14514,M,1947-03-29,1b
14515,F,1976-11-06,1a
14516,M,1982-01-25,1b
14517,F,1987-06-19,1d
14518,F,1983-01-11,1b
14519,M,1949-08-30,1d
14520,M,1981-07-05,1c
14521,F,1987-03-25,1d
14522,F,1954-02-26,1d
14523,M,1969-07-11,1d
14524,F,1948-06-09,1b
14525,M,1948-08-24,1b
14526,M,1954-05-06,1c
14527,F,1946-01-14,1d
14528,M,1979-01-27,1a
14529,M,1948-12-26,1d
14530,M,1950-04-17,1d
14531,F,1979-07-22,1c
14532,F,1978-02-01,1d
14533,F,1978-02-03,1c
14534,M,1945-09-05,1b
14535,M,1947-10-23,1d
14536,M,1987-05-11,1d
14537,F,1987-01-05,1d
14538,F,1968-12-14,1b
14539,M,1978-12-20,1b
14540,M,1982-04-28,1b
14541,F,1950-01-11,1d
14542,M,1983-03-27,1c
14543,M,1941-12-30,1b
14544,M,1974-05-11,1b
14545,F,1985-02-19,1b
14546,M,1985-04-09,1d
14547,M,1984-11-06,1b
14548,M,1955-11-26,1c
14549,F,1985-12-01,1d
14550,M,1985-10-20,1b
14551,M,1951-11-20,1d
14552,M,1982-03-11,1c
14553,F,1968-09-08,1d
14554,F,1984-08-10,1b
14555,F,1982-11-01,1d
14556,F,1981-12-04,1b
14557,F,1979-12-11,1a
14558,M,1928-02-23,1b
14559,M,1978-11-17,1b
14560,M,1979-09-17,1d
14561,M,1969-03-14,1a
14562,M,1981-06-19,1b
14563,F,1976-10-27,1a
14564,M,1960-04-15,1c
14565,F,1977-08-16,1b
14566,F,1976-09-17,1b
14567,M,1970-08-27,1c
14568,F,1981-08-04,1c
14569,F,1979-10-21,1b
14570,M,1978-08-10,1b
14571,M,1982-02-24,1e
14572,F,1968-10-08,1d
14573,M,1982-04-14,1d
14574,F,1954-09-09,1b
14575,F,1987-06-19,1d
14576,F,1977-10-09,1b
14577,M,1968-04-16,1c
14578,M,1968-06-19,1a
14579,M,1980-01-17,1d
14580,M,1977-11-15,1b
14581,M,1978-08-14,1d
14582,M,1971-10-30,1b
14583,F,1978-09-06,1c
14584,M,1976-04-17,1a
14585,F,1978-07-31,1d
14586,M,1979-05-11,1c
14587,M,1976-10-11,1a
14588,F,1977-01-19,1b
14589,F,1971-01-21,1c
14590,F,1975-02-19,1b
14591,M,1970-10-10,1a
14592,M,1971-10-04,1d
14593,M,1979-02-08,1b
14594,M,1945-12-30,1c
14595,F,1980-07-11,1b
14596,F,1976-06-24,1d
14597,F,1968-09-11,1c
14598,M,1973-06-20,1b
14599,F,1976-05-23,1a
14600,M,1963-02-08,1a
14601,M,1952-05-24,1d
14602,F,1974-09-29,1d
14603,F,1976-05-26,1c
14604,M,1981-07-15,1c
14605,F,1982-10-11,1b
14606,M,1978-05-09,1a
14607,M,1982-07-13,1d
14608,F,1975-11-28,1b
14609,M,1988-01-06,1b
14610,F,1980-04-02,1b
14611,M,1981-11-21,1c
14612,M,1979-10-20,1b
14613,M,1985-11-19,1e
14614,F,1983-11-26,1c
14615,F,1976-02-16,1b
14616,M,1981-08-29,1b
14617,M,1972-01-21,1b
14618,M,1981-11-07,1b
14619,F,1979-07-26,1c
14620,M,1983-07-05,1c
14621,M,1982-08-14,1d
14622,F,1953-05-08,1d
14623,M,1950-02-15,1c
14624,F,1971-03-18,1b
14625,M,1971-03-08,1a
14626,F,1961-02-03,1d
14627,M,1976-10-29,1c
14628,M,1982-09-16,1b
14629,M,1976-07-04,1b
14630,M,1977-02-02,1b
14631,F,1982-01-10,1c
14632,M,1984-10-09,1b
14633,M,1957-09-10,1e
14634,M,1981-02-20,1c
14635,M,1970-06-05,1c
14636,,,
14637,M,1981-07-05,1c
14638,,,
14639,M,1973-06-01,1d
14640,F,1981-11-08,1d
14641,F,1982-04-14,1b
14642,M,1977-12-30,1b
14643,F,1982-06-18,1c
14644,F,1979-08-30,1c
14645,M,1946-01-18,1b
14646,F,1983-10-02,1b
14647,M,1974-07-08,1a
14648,F,1985-03-21,1d
14649,M,1979-03-11,1b
14650,M,1985-11-01,1d
14651,M,1979-02-04,1b
14652,M,1974-10-10,1d
14653,M,1978-07-13,1c
14654,M,1971-01-01,1b
14655,F,1979-02-10,1a
14656,M,1979-11-04,1a
14657,F,1987-01-19,1d
14658,F,1972-04-11,1d
14659,M,1962-10-22,1d
14660,F,1975-12-25,1d
14661,F,1976-02-07,1b
14662,M,1971-01-02,1a
14663,F,1977-03-20,1a
14664,M,1969-10-01,1a
14665,F,1977-10-01,1b
14666,M,1975-11-20,1b
14667,M,1978-11-07,1b
14668,F,1969-04-30,1b
14669,M,1985-07-13,1c
14670,F,1988-05-03,1d
14671,F,1981-10-19,1b
14672,F,1962-02-23,1c
14673,M,1972-04-01,1c
14674,F,1979-06-07,1c
14675,M,1972-05-14,1b
14676,F,1983-12-06,1c
14677,M,1978-11-15,1d
14678,F,1950-03-16,1d
14679,M,1981-09-22,1c
14680,M,1975-09-15,1c
14681,M,1969-07-09,1a
14682,F,1989-03-09,1d
14683,M,1939-07-24,1b
14684,M,1986-04-11,1b
14685,M,1950-12-07,1c
14686,M,1984-07-17,1c
14687,F,1986-03-15,1e
14688,F,1985-10-15,1d
14689,F,1985-11-23,1b
14690,M,1971-09-29,1b
14691,F,1981-07-23,1a
14692,F,1986-01-15,1b
14693,M,1976-06-16,1c
14694,M,1984-11-01,1d
14695,F,1969-05-21,1d
14696,M,1975-10-31,1b
14697,F,1981-11-23,1b
14698,F,1986-03-04,1b
14699,M,1986-03-29,1e
14700,M,1973-08-15,1b
14701,M,1964-11-12,1b
14702,M,1985-09-13,1d
14703,F,1981-01-08,1b
14704,F,1977-12-25,1d
14705,F,1986-01-16,1d
14706,F,1986-01-14,1d
14707,F,1956-04-08,1c
14708,F,1986-02-14,1d
14709,M,1947-03-13,1b
14710,F,1986-01-10,1d
14711,F,1974-05-06,1b
14712,M,1980-11-03,1a
14713,F,1972-12-02,1d
14714,F,1984-08-20,1b
14715,M,1971-12-07,1c
14716,M,1951-03-28,1d
14717,F,1978-06-19,1a
14718,M,1989-02-25,1d
14719,M,1985-10-19,1d
14720,M,1972-01-15,1a
14721,F,1985-10-15,1d
14722,F,1983-01-31,1b
14723,M,1980-09-04,1a
14724,M,1983-03-11,1b
14725,F,1986-03-22,1d
14726,M,1970-04-18,1b
14727,M,1978-11-11,1b
14728,M,1971-09-13,1b
14729,F,1972-04-14,1a
14730,F,1954-02-13,1d
14731,M,1965-05-26,1b
14732,M,1972-11-28,1c
14733,F,1986-06-18,1d
14734,F,1983-10-07,1a
14735,F,1985-11-20,1d
14736,M,1985-08-03,1b
14737,F,1983-03-01,1d
14738,F,1974-09-07,1b
14739,M,1973-04-06,1a
14740,M,1977-11-03,1b
14741,F,1977-10-29,1c
14742,F,1975-09-23,1c
14743,F,1985-07-17,1d
14744,M,1984-09-13,1e
14745,M,1987-06-23,1d
14746,F,1977-10-27,1b
14747,F,1988-04-28,1e
14748,F,1984-05-26,1b
14749,M,1985-11-06,1d
14750,F,1988-03-30,1d
14751,M,1949-06-10,1d
14752,F,1985-04-15,1b
14753,M,1970-04-28,1a
14754,M,1966-12-16,1b
14755,M,1948-02-02,1b
14756,M,1988-03-19,1d
14757,F,1964-03-01,1b
14758,F,1988-10-15,1e
14759,F,1988-04-25,1d
14760,F,1982-05-02,1d
14761,M,1984-09-23,1b
14762,M,1958-06-25,1d
14763,M,1943-06-08,1b
14764,F,1976-09-26,1b
14765,F,1983-08-04,1d
14766,F,1988-03-07,1d
14767,M,1990-01-28,1e
14768,M,1990-11-06,1e
14769,F,1976-03-01,1b
14770,M,1976-03-23,1b
14771,F,1963-08-26,1c
14772,M,1982-12-18,1c
14773,M,1983-07-04,1d
14774,F,1961-09-14,1d
14775,F,1986-02-21,1c
14776,M,1957-11-07,1d
14777,M,1989-01-02,1d
14778,F,1987-01-11,1e
14779,F,1982-06-13,1b
14780,M,1985-12-24,1d
14781,M,1958-08-23,1d
14782,M,1944-09-22,1c
14783,F,1983-02-24,1c
14784,M,1986-04-14,1b
14785,M,1982-02-17,1b
14786,M,1982-12-22,1b
14787,M,1982-10-25,1b
14788,F,1986-01-03,1d
14789,F,1935-08-20,1b
